ID,Varenavn,Produsent,ATC Kode
ID_BAF61E5F-061A-4959-82CE-66E0FBE08D58,"Estradiol Transderm System sandoz depotplaster 37,5 mikrog/24 timer",Sandoz,G03CA03
ID_D1A81157-3C05-4559-B41D-4E57807B86F0,Vyepti kons til inf oppl 300 mg,H. Lundbeck A/S,N02CD05
ID_D3B141A2-45B2-48AC-A85C-8633C12BEA2B,Estradiol Transderm System sandoz depotplaster 75 mikrog/24 timer,Sandoz,G03CA03
ID_CE099D0E-A0CF-402C-90E1-6643E4B0FF0D,Tibsovo tab 250 mg,Les Laboratoires Servier,L01XM02
ID_D3F50878-6001-4428-BD6E-4AC305E7D8A3,"Soderm salve 1,22 mg/g",Dermapharm,D07AC01
ID_DFE585E5-F38C-44DE-A5C8-CEF9CB197716,Ketotifen stada kaps 1 mg,Stada,R06AX17
ID_E450BE08-173D-4F52-840A-61196BA902B0,"Glutaferro dråper, oppl 170 mg/ml",Medix,B03AA01
ID_EAC5580C-B035-451B-8977-6F9AA9DA85C6,"Columvi kons til inf oppl 2,5 mg",Roche Registration GmbH,L01FX28
ID_EDA509EB-96C5-415C-B06C-32D37BACB8DA,"Enrylaze inj/inf, oppl 10 mg/0,5 ml",Jazz Pharmaceuticals Ireland Limited,L01XX02
ID_06D6EC96-7D5B-4E51-8F61-28676FAA9B95,Ophtesic øyegel 20 mg/g,LDD Pharma,S01HA07
ID_0925B97B-444E-490A-A4E6-19E87D0D327D,"Staloral bjørk + 5-gress mix sublingvalspray, oppl",Stallergenes,V01AA20
ID_11FACC08-DBB9-48BF-8A44-820A139844B0,Palexia depot depottab 200 mg,Orifarm AS,N02AX06
ID_154D9991-EC18-4E6C-963F-38BF2F7A88C2,"Hydroxocobalamine acetate sterop inj, oppl 10 mg/2 ml",Sterop,B03BA03
ID_19AE0DE1-A6F1-46CF-9385-49E883981E0F,Tracleer tab 125 mg,Janssen-Cilag,C02KX01
ID_2C2CC70B-E08A-4D81-A9AB-6E70CECC236B,Dienogest Besins tab 2 mg,Laboratoires Besins International S.A.S.,G03DB08
ID_2D181C45-24F1-4894-B709-14E2CEEC66E1,"Dråpe vegansk folat mild søtsmak dråper 400 mikrog/0,5 ml",Pharma Helse AS,
ID_2DBBAFD5-94F9-45DB-BE97-3FAFC0ADE01C,"Kalydeco gran 59,5 mg",Vertex Pharmaceuticals (Ireland) Limited,R07AX02
ID_2E48E5E7-DBC9-42DC-8E99-88088C8E8F16,Palexia depot depottab 50 mg,Orifarm AS,N02AX06
ID_3901A76C-A3D2-4557-A679-00C2652CA39B,Lidocaine HCl novitium munnvann oppl 4 % w/v,Novitium Pharma,N01BB02
ID_3EB09CD0-D406-4223-807C-02B37E3535F0,"Staloral bjørk + 5-gress mix start sublingvalspray, oppl",Stallergenes,V01AA20
ID_43CB392E-FEF3-4AD6-8E51-F6EF5AB108D1,Gasprid tab 10 mg,Teva,A03FA02
ID_56D0A4F1-D8E9-4DF7-86D9-95507187C97B,Palexia depot depottab 100 mg,Orifarm AS,N02AX06
ID_5EC62FC9-2FD8-4849-8152-91309AD5EEAA,Ferrochel aminojern tab 21 mg,Vitalkost,
ID_6E8C4A32-673A-47BD-9E4C-DE0032852220,Clarithromycin accord tab 250 mg,Accord Healthcare B.V.,J01FA09
ID_883E319D-EE24-4429-ADAD-97E713DE5275,"Rocaltrol kaps 0,25 mikrog",Atnahs,A11CC04
ID_93B991EA-90C2-474C-BE50-36460423F090,"Ebglyss inj, oppl 250 mg/penn","Almirall, S.A.",D11AH10
ID_8DE7FFA3-22C4-4019-9F92-08DF9364401D,Claritromicina eg tab 500 mg,EG S.p.A,J01FA09
ID_A560AEAE-2FB9-4DEB-8DFF-82F08F2B84CC,Acetazolamide blumont tab 250 mg,Blumont Pharma,S01EC01
ID_A96EA503-F58C-44F7-82FB-484029E7CB75,Lofarma negative control oppl til prikktest,,V04CL
ID_AEC7315B-C699-4A8A-997B-9C88C13BED0C,Fluoxeren disperg tab 20 mg,A. Menarini Industrie Farmaceutiche Riunite S.R.L,N06AB03
ID_B588811B-AB39-4D7D-97C4-2EB6154019F1,"Amoxicillina Acido clavulanico teva pulv til inj/inf væske, oppl 1000 mg/200 mg",Teva Italia S.r.l.,J01CR02
ID_B53AA940-46AB-4CAB-ADB1-AB97E2D0FDC9,Delipam tab 5 mg,2care4 Generics ApS,N05BA04
ID_AC6A4B78-4424-4D70-A648-E101D6EA45B7,"Thiamine Aurora Medical inj, oppl 50 mg/ml",2care4 ApS,A11DA01
ID_B47D4513-60E5-4E64-BC31-1999F0BB0B6D,Clarithromycin basics tab 250 mg,Basics GmbH,J01FA09
ID_B6EA68E0-CDA3-46D1-BEAF-A4A23DE77A15,Lofarma histamine oppl til prikktest,Lofarma,V04CL
ID_C028D5BC-786C-4BCE-92CF-149908C0ECE0,"Eylea inj, oppl 114,3 mg/ml",Bayer AG,S01LA05
ID_CD593127-EDA1-4505-AD09-432BAB49B84D,"Ebglyss inj, oppl 250 mg/sprøyte","Almirall, S.A.",D11AH10
ID_CED0C526-20EF-4E88-829B-42B8FFB2373F,Palexia depot depottab 150 mg,Orifarm AS,N02AX06
ID_D2935270-2AA0-4334-99E8-42AE64A5C795,Gasprid tab 5 mg,Teva,A03FA02
ID_C8D667B5-6394-4849-9117-13536EEEBD15,Sunosi tab 150 mg,Atnahs Pharma Netherlands B.V.,N06BA14
ID_CF3A1D52-24F9-4F07-9897-08A7ABA2B3ED,Clarithromycin tab 500 mg,Stada Arzneimittel AG,J01FA09
ID_D45C4914-61BC-4275-A7EE-34FFC391BE28,Orion melatonin depottab 1 mg,Orion,
ID_D9980BFE-9D7F-4D09-A258-D52F93C567AB,"Hizentra inj, oppl 200 mg/ml",CSL Behring GmbH,J06BA01
ID_DCC73C98-C885-4888-880F-2D675AC35DAD,Estring vag innlegg 2 mg,Pfizer,G03CA03
ID_DBA9C958-E1BD-4460-A3BD-4B35EB5423D1,"Laxiriva pulv til mikst, oppl",Sandoz A/S,A06AD65
ID_E3FD289A-1C82-4F07-A061-64335C721E2B,Mycostatin mikst susp 100000 IE/ml,Orifarm AS,A07AA02
ID_EC44DC53-48F7-4D64-B0AE-296F878C50E7,Fluoxetina aristo disperg tab 20 mg,"Aristo Pharma Iberia, S.L",N06AB03
ID_ED73BD43-6950-4911-89CC-3C0F44DB1BA9,"Testosteronundekanoat Medical Valley inj, oppl 1000 mg/4 ml",Medical Valley Invest AB,G03BA03
ID_E58EE128-8D49-4591-B0F9-42CA54309014,"Phenoxymethylpenicillin EQL granulat til mikst, oppl 50 mg/ml",EQL Pharma AB,J01CE02
ID_F74F238F-AE09-4209-996F-436566A90897,Etoposid fresenius kabi kons til inf oppl 20 mg/ml,Fresenius Kabi,L01CB01
ID_FA1BE4F0-524D-49AF-8D0E-B7847E5440A5,"Staloral bjørk + 5-gress mix start sublingvalspray, oppl",Stallergenes,V01AA20
ID_FF4ED2FF-C9AA-4805-9153-C944FEA572A0,Sunosi tab 75 mg,Atnahs Pharma Netherlands B.V.,N06BA14
ID_0ECFF9A9-71C3-4C62-BD51-6782BCF8B059,"Gemcitabin SUN inf, oppl 10 mg/ml",Sun Pharmaceutical Ind. Europe BV,L01BC05
ID_2723ED5D-3129-4B7B-85E8-361091E9DE4D,Bisoprolol Zentiva tab 10 mg,Zentiva k.s.,C07AB07
ID_24A4065E-E12C-4D26-9B9E-E7344EA8820A,"Tecentriq inj, oppl 1875 mg",Roche Registration GmbH,L01FF05
ID_28B1D21B-BC35-477E-8B02-EC6C2659F566,"Kloramfenikol Santen øyedr, oppl 5 mg/ml",Orifarm AS,S01AA01
ID_26931113-5F9D-4749-94D6-C4485200A39B,Bisoprolol Zentiva tab 5 mg,Zentiva k.s.,C07AB07
ID_2C77B800-6D16-4BEB-A802-A01239908957,"Ondansetron Accordpharma inj/inf, oppl 8 mg",Accord Healthcare B.V.,A04AA01
ID_235374F5-7935-4086-AE7E-719854F11E3A,5-HTP now kaps 50 mg,Now Foods,N06AX01
ID_235A7FCC-CFFD-4DD7-955A-BA52E885190E,Lofarma almond oppl til prikktest,Lofarma,V04CL
ID_3D86B26F-8192-4987-97A7-5163637A1170,"Elrexfio inj, oppl 40 mg/ml",Pfizer Europe MA EEIG,L01FX32
ID_593A8D81-A9BB-4226-AA8D-16201B6FD487,Entresto gran som åpnes 15 mg/16 mg,Novartis Europharm Limited,C09DX04
ID_5EC40663-6B27-457B-AF1C-606D3A9C09DC,Ezetimib Medical Valley tab 10 mg,Medical Valley Invest AB,C10AX09
ID_75776D98-B82F-4EBC-9BAC-FE38E1B27E7E,Lofarma egg mix oppl til prikktest,Lofarma,V04CL
ID_7590325F-4A65-4CC2-8B53-47CC82D91533,"Vecuronium inresa pulv til inj væske, oppl 10 mg",Inresa Arzneimittel,M03AC03
ID_6EB65246-4CAF-487F-9AE1-30128D99C69F,Lofarma white birch oppl til prikktest,,V04CL
ID_8EDB995B-C417-4656-A5F9-3A1E0AFD5531,"Bisoprolol Zentiva tab 2,5 mg",Zentiva k.s.,C07AB07
ID_A6BC0BE5-0C28-44E5-BB27-B3E4155CEAC8,"Lonquex inj, oppl 6 mg/0,6 ml",Teva B.V.,L03AA14
ID_9DE4F6F9-170E-4675-866D-D0BC39598CC8,Entresto gran som åpnes 6 mg/6 mg,Novartis Europharm Limited,C09DX04
ID_C45CFC3C-EB63-4505-9119-B4DEEC7002A7,Lofarma prawn oppl til prikktest,Lofarma,V04CL
ID_BD548F5A-6AE1-4369-B5D8-9752B72CE106,"Tozaron inj, oppl 1000 mg/4 ml",Orifarm Healthcare A/S,G03BA03
ID_C7C0CE26-425E-497F-A3A5-CDDD2D7A7308,Velamox disperg tab 1 g,Neopharmed Gentili,J01CA04
ID_D359747D-6F04-485C-B695-E24618504383,Parnate tab 10 mg,Amdipharm,N06AF04
ID_D27FD6F8-08D8-46EC-86EC-0497AC71D44A,"Bisoprolol Zentiva tab 1,25 mg",Zentiva k.s.,C07AB07
ID_C8F9B351-1D8C-4623-983E-13D2E47CE1D5,"Ondansetron Accordpharma inj/inf, oppl 4 mg",Accord Healthcare B.V.,A04AA01
ID_DECA722F-DC4D-4359-801F-A3CAD1AC037C,"Nitronal inf, oppl 1 mg/ml",Orifarm AS,C01DA02
ID_DA646C77-BEA5-45EB-B8D3-F1917FAB47C8,Egaten tab 250 mg,Novartis,P02BX04
ID_EECEAAB3-686F-43E9-8928-9F6F94B74F69,Lofarma ambrosie mix oppl til prikktest,,V04CL
ID_EACDBA6D-1FF8-4366-8E42-C4C510CA95FC,"Talzenna kaps 0,1 mg",Pfizer Europe MA EEIG,L01XK04
ID_030AB55D-E263-4227-8971-262B72B586AA,"Verorab pulv+væske til inj susp 3,25 IE",Sanofi Winthrop Industrie,J07BG01
ID_05185B81-7C09-4140-8A84-BC7B9AC56E26,Lanthanum Viatris tyggetab 750 mg,Viatris Limited,V03AE03
ID_05FB28BE-469C-4FC2-B0AC-EDDFBF1C223A,"Staloral alternaria alternata sublingvalspray, oppl 100 IC/ml",Stallergenes,V01AA04
ID_0814BF5C-BFCA-4E86-9E50-3B7F181BDF52,"Metalyse pulv til inj væske, oppl 5000 E",Boehringer Ingelheim International GmbH,B01AD11
ID_0987869C-E626-4995-B6C6-4B03778ECE5D,Tirosint mikst oppl 50 mikrog/ml,IBSA Farmaceutici,H03AA01
ID_0B161BE5-29AA-4680-87DE-35BE2C6CF1FE,"Staloral alternaria alternata start sublingvalspray, oppl 10 IC/ml",Stallergenes,V01AA04
ID_0FCB41FC-2888-4A28-B615-AF795E0881DF,Alyostal muggsopp oppl til prikktest 1000 E/ml/1000 E/ml/1000 E/ml,Stallergenes,V04CL
ID_19EFDD98-152D-4B2B-A821-0537CBD31C16,Alyostal oliven oppl til prikktest 100 RI/ml,Stallergenes GmbH,V04CL
ID_1B7D12E8-C9F5-412F-9E6B-A75151937A3E,Alyostal hund oppl til prikktest 100 E/ml,Stallergenes,V04CL
ID_1EE96592-8C8A-4899-9E38-B31B226D2A9E,Rizasmelt smeltetab 10 mg,Stada,N02CC04
ID_357C298F-B1A9-4CE0-A7CC-B9CD1EAD2500,"Alimemazin Orifarm dråper, oppl 40 mg/ml",Orifarm Generics A/S,R06AD01
ID_4AF9C0B8-EDAF-4003-A797-9C7398FAD5AD,Elvanse 2care4 kaps 50 mg,2care4,N06BA12
ID_4E288A43-9B97-4798-AE4B-318C081FE54C,Daktarin oralgel med appelsinsmak 2 % v/v,,A01AB09
ID_5656A017-9A3A-414B-BA77-1B195C6142D2,"Tecartus inf, disp",Kite Pharma EU B.V.,L01XL06
ID_56AD0BCB-F3F1-497A-A079-F4189FA2890A,"Iomeron inj, oppl 150 mg I/ml",Bracco Imaging SpA,V08AB10
ID_529B68CD-1A8B-4266-9ABA-C3B397E46401,"Nitroglycerin Macure inf, oppl 1 mg/ml",Macure Healthcare Limited,C01DA02
ID_5504D354-7731-4707-85F3-A9D26F0021A2,Alyostal beiskambrosia oppl til prikktest 100 RI/ml,Stallergenes,V04CL
ID_5CB7EB0F-BD13-4E07-A2AD-DECFE88F3A0E,Elvanse 2care4 kaps 30 mg,2care4,N06BA12
ID_65531C4C-1634-4C6A-9C3F-108BC6F2F7AB,"Icatibant Sandoz inj, oppl 30 mg/3 ml",Sandoz - København,B06AC02
ID_6CBE28BD-B095-4AAA-A38B-835F49923463,Lanthanum Viatris tyggetab 500 mg,Viatris Limited,V03AE03
ID_85CE53A6-4B3F-49E3-BC77-9C83D0B0D3AD,Alyostal ask oppl til prikktest 100 RI/ml,Stallergenes GmbH,V04CL
ID_8FEFA908-E454-4104-8E3E-B15E05C823E7,Tirosint mikst oppl 25 mikrog/ml,IBSA Farmaceutici,H03AA01
ID_A4287DDC-C88D-4672-80DE-75BFC469678A,"Forsteo inj, oppl 20 mikrog/80 mikroliter",Orifarm AS,H05AA02
ID_AE581427-E9B1-4EB2-88FB-907AC2FE166C,Deksametason Aurora Medical tab 4 mg,2care4 ApS,H02AB02
ID_AB976E0A-CEBE-485D-8E9E-BF71304CC236,Staloral hund startpakning munnspray 100 IC/ml,Stallergenes,V01AA11
ID_C230E88A-8943-4C15-A974-48B7D962F803,Cozaar Comp Forte tab 100 mg/25 mg,2care4 ApS,C09DA01
ID_C4393C1F-7E6B-4CE5-9E79-E3D7812B1D05,Alyostal legeblidnesle oppl til prikktest 100 RI/ml,Stallergenes GmbH,V04CL
ID_C5FE759F-50D9-4CDC-B134-689E5FC7C8F3,"Staloral alternaria alternata start sublingvalspray, oppl 100 IC/ml",Stallergenes,V01AA04
ID_D055D6B4-4C7A-4FB5-A12D-CC723FA8F495,Elvanse 2care4 kaps 70 mg,2care4,N06BA12
ID_DC717628-7CEE-4423-B00B-20C744B6729E,Flixonase medartuum nesedr susp 1 mg/ml,Medartuum,R01AD08
ID_D8BE8BCF-2685-4518-9D5B-29F2BBF6936E,Ritmodan Retard depottab 250 mg,Sanofi,C01BA03
ID_DAF91E12-D3EE-45B6-B7B3-4B3F902A1B8D,Amiodaron hameln kons til inj/inf oppl 50 mg/ml,hameln pharma GmbH,C01BD01
ID_EE7C3D48-770B-4AF0-BCC5-D6FF2A788418,Alyostal hundegress oppl til prikktest 100 RI/ml,Stallergenes,V04CL
ID_EA6F9AC7-4E6E-4104-A20C-88823DD28D4A,"Rivaroxaban Sandoz tab 2,5 mg",Sandoz - København,B01AF01
ID_ED41B550-BBC0-46FB-9690-822E07477C7B,"Timosan depotøyedr, oppl 1 mg/ml",Orifarm AS,S01ED01
ID_F0EC45BD-37A9-4EB8-9353-5B211C6BC0E4,"Icatibant glenmark inj, oppl 30 mg/3 ml",Glenmark Arzneimittel GmbH,B06AC02
ID_F1F91A04-B898-47A7-966D-7A686BD0FF6D,Mezavant enterodepottab 1200 mg,Abacus Medicine A/S,A07EC02
ID_F437E86C-540B-4DC6-8A80-A738A0B38310,"Estrogel gel 0,6 mg/g",Takeda,G03CA03
ID_F4486F91-4216-46FB-97D3-10C9F07B78CA,Lanthanum Viatris tyggetab 1000 mg,Viatris Limited,V03AE03
ID_FA9388D5-83EF-480D-9A7C-ED019D75E496,Metode melatonin spray 1 mg/spray,Apotek 1 Gruppen AS,
ID_F5BC6D14-85C3-4BE6-A5C0-1D94E10D07DC,Staloral hund startpakning munnspray 10 IC/ml,Stallergenes,V01AA11
ID_FF71C111-E6D7-442A-B685-F2611D5F3D04,Tirosint mikst oppl 100 mikrog/ml,IBSA Farmaceutici,H03AA01
ID_FE43800B-1603-4FB4-88BE-E7D8AA7DE83F,Perxine krem 50 mg/g,InfectoPharm Arzneimittel mit Consilium GmbH,P03AC04
ID_FEB34227-0DF4-4D62-8D17-427E2A52CA64,Tirosint mikst oppl 75 mikrog/ml,IBSA Farmaceutici,H03AA01
ID_04A4440E-D3E9-4E66-985C-13F066AAE990,Versatis medisinert plaster 700 mg,Orifarm AS,N01BB02
ID_0F1D9065-8BB6-4D73-B63E-31F8AF1718D3,Fluoxetina teva-rimafar kaps 20 mg,Teva,N06AB03
ID_190414C4-559F-4144-9ACB-4DCC0D0BBDA7,Trileptal mikst susp 60 mg/ml,Novartis,N03AF02
ID_1C7A77FD-9022-4013-BA4C-E5F9DD3BDA11,Ethosuximide Strides kaps 250 mg,Strides Nordic ApS,N03AD01
ID_1EA5831D-CE35-4924-8336-12191B88F4FF,"Ebglyss inj, oppl 250 mg/penn",Almirall,D11AH10
ID_25A02011-FF3F-4C8E-B38D-3BCB091650C5,"Brinzolamide/Timolol Zentiva øyedr, susp 10 mg/ml/5 mg/ml",Zentiva k.s.,S01ED51
ID_2D839CDB-C766-4A8D-B6CC-695A98699F73,"Vitamin C-loges inj, oppl 100 mg/ml",Dr. Loges,A11GA01
ID_3331B43F-845A-4FA3-9BED-8948FE0B78D7,Largactil tab 100 mg,Teofarma,N05AA01
ID_360E31B5-3EA1-4558-BCB0-C6A4A43AA1CB,Aitmyte sublingvaltab 100 RI/100 RI,Stallergenes,V01AA03
ID_3A82EA4B-E58A-4CBF-AE23-2F342CA61261,Rivaxa tab 10 mg,Glenmark Pharmaceuticals Nordic AB,B01AF01
ID_3AECAE4D-B640-4364-86A8-CF254E93F04C,Velsipity tab 2 mg,Pfizer Europe MA EEIG,L04AE05
ID_3455B49C-2CA1-45D9-A2DA-A39480B38C49,L-Methionine now kaps 500 mg,Now Foods,A16AA
ID_41C46809-743A-4A03-8F4F-EBC266A0A9B6,Antabus tab 250 mg,,N07BB01
ID_4C78F00C-C72F-4EC9-9D38-E9854E77706E,Rivaxa tab 20 mg,Glenmark Pharmaceuticals Nordic AB,B01AF01
ID_4D2F1EF6-8E10-4004-8DC7-743299F56B4D,"Alutard SQ Bjørk inj væske, susp 100000 SQ-E/ml",Orifarm AS,V01AA05
ID_552F799E-740D-4A0D-AF84-B9330E84E2EA,Meropenem B. Braun pulv+væske til inf oppl 500 mg,B.Braun Melsungen AG,J01DH02
ID_57FA285D-E394-44F4-B2FA-475A1A864993,Rivaxa tab 15 mg,Glenmark Pharmaceuticals Nordic AB,B01AF01
ID_5E3E0CCE-47C3-4488-ADF0-5A501DF56848,Cablivi pulv+væske til inj oppl 10 mg,Ablynx,B01AX07
ID_5E021D3F-A029-4A00-BA7A-EEC1ADDC3337,"Nycodent frisk pust peppermint sugetab 0,1 mg/3 mg",Orifarm Healthcare,
ID_6967A3A1-0517-4C94-B209-0CA12B7FFC40,"Carmyne inj, oppl 40 mg/5 ml",SERB,V04CH02
ID_6737812C-B670-4C10-96C8-95012C234F1C,Metode jern tab 21 mg,Apotek 1 Gruppen AS,
ID_6BF1DF73-3390-4F7C-9795-0AC656A938A0,Fluoxetin 20 1a pharma tab 20 mg,1 A Pharma,N06AB03
ID_7874F6FE-ADD2-454E-AF8A-08671CAF7A2C,"Vueway inj, oppl 0,5 mmol/ml",Bracco Imaging SpA,V08CA12
ID_7E949CBA-819E-44C8-B7A6-AD034F163AFA,"Rivaxa tab 2,5 mg",Glenmark Pharmaceuticals Nordic AB,B01AF01
ID_7F14D1B5-4BC8-4436-BB78-480A9688BBAA,"Macrovic pulv til mikst, oppl",Strides Nordic ApS,A06AD65
ID_8988FB83-1409-4936-A85C-32ADC49FF53C,"Lemsip Max Cold & Flu Blackcurrant pulv til mikst, oppl 1000 mg/10 mg",Reckitt Benckiser,N02BE51
ID_8A2AAF2E-E9CB-4166-A362-0D08AC2951DD,Trileptal orifarm mikst susp 60 mg/ml,Orifarm,N03AF02
ID_8A7BF5F7-56C4-4695-BD4B-32B2151CAEAB,Aitmyte sublingvaltab 100 RI/100 RI,Stallergenes,V01AA03
ID_8E75F837-19E6-4442-A261-121AB3C3AB7A,Kisplyx kaps 10 mg,Orifarm AS,L01EX08
ID_8EC1E64A-A054-4C06-91C4-C3711854E903,"Besremi inj, oppl 250 mikrog/penn",Orifarm AS,L03AB15
ID_935C1586-7256-47B7-87D8-24A16F45AF9F,Rectogesic rektalsalve 4 mg/g,Orifarm AS,C05AE01
ID_9E686560-E0D3-45B5-83C0-386277AA1433,Zotinar krem 1 mg/g,Atral,D07AB08
ID_B38D479B-3B41-4303-9982-16878162D4E7,Aitmyte sublingvaltab 300 RI/300 RI,Stallergenes,V01AA03
ID_B3D6A9DE-8E18-4A33-A122-F24DAC7F7B64,Toctino kaps 10 mg,Abacus Medicine A/S,D11AH04
ID_AA92034D-B218-4D72-8C5E-658C144E9CBA,Trazodon glenmark tab 100 mg,Glenmark,N06AX05
ID_B026A81C-994B-413E-800E-C69B20D859D0,Canesflora+ intimate care kaps,Bayer,
ID_C3CFCC13-EB00-4B27-8D6A-591AEB8FFC48,Lyfnua tab 45 mg,Merck Sharp & Dohme B.V.,R05DB29
ID_CD2E513A-5CA3-449E-8B2E-7A8D624858C2,"Pilomann øyedr, oppl 2 % w/w",Dr. Gerhard Mann,S01EB01
ID_D1D1735D-822E-40FA-8C92-0F61C0903ACA,Terbinafine teva tab 250 mg,Teva,D01BA02
ID_D376EB85-AAB6-4DAD-B13F-E35971E61F91,Aitmyte sublingvaltab 300 RI/300 RI,Stallergenes,V01AA03
ID_E08E032A-5A0F-4DD5-B6B4-C5408B75941B,"Vaminolac inf, oppl",Fresenius Kabi Norge AS,B05BA01
ID_E75ECCD4-E11B-401E-957B-7DD1EC623CFD,"Plerixafor Seacross inj, oppl 20 mg/ml",Seacross Pharma (Europe) Ltd.,L03AX16
ID_E3E8669D-F244-49C5-A0E2-AC355E172635,Omega 3 phyto kaps 281 mg,Pharma Nord,
ID_F351DC2B-F688-4B6F-B288-91D6C68642FE,Etiltox tab 200 mg,L. Molteni og C. dei F.lli Alitti Società di Esercizio S.p.A.,N07BB01
ID_FC59C151-C91F-47C3-9184-845E42EE84A2,Meropenem B. Braun pulv+væske til inf oppl 1 g,B.Braun Melsungen AG,J01DH02
ID_F27ABCAB-3D0F-4D00-9B7D-CB66AA855D78,Budenofalk stikkpille 4 mg,Dr. Falk Pharma GmbH,A07EA06
ID_0B9E3C2E-BC01-46CC-AF3D-C7AAEDB69AE6,"Nycodent frisk pust cherry menth sugetab 0,1 mg/3 mg",Orifarm Healthcare,
ID_1A0E450D-035A-4BCE-886B-532D8AEE7B1F,AllergEaze European Baseline serie oppl til provokasjonstest,SmartPractice,V04CL
ID_2477BB92-1552-4B31-8D97-DE0B643C4733,Selo-Zok depottab 100 mg,Orifarm AS,C07AB02
ID_2CA2803D-F022-4A58-B201-BA5708A52403,"Zyklolat EDO øyedr, oppl 1 % w/v",Dr. Gerhard Mann,S01FA04
ID_3EE15AB0-1D06-4748-B453-6D9BB3AA95BD,"Tobral øyedr, oppl 0,3 % w/v",Novartis,S01AA12
ID_3F5E281A-93FC-4937-B594-614F5D3F0286,Nadolol cipla tab 40 mg,Cipla,C07AA12
ID_47FBA99C-E256-4AFC-9329-347244D56087,Bio-vitamin-E kaps 240 mg,Pharma Nord,
ID_4C9A9E8E-89F9-4B66-8296-1000EAF5C520,"Tramadol-ratiopharm inj, oppl 50 mg/ml",Ratiopharm,N02AX02
ID_56A56436-4DF1-4CA2-94E2-DFC728CF5298,Fluoxetin-neuraxpharm kaps 20 mg,Neuraxpharm,N06AB03
ID_5909D484-19E1-47A8-A157-E3D316E6F810,Adenuric tab 80 mg,Abacus Medicine A/S,M04AA03
ID_65C8A583-4BED-489F-9B3A-21D682B5AB73,Inaqovi tab 35 mg/100 mg,Otsuka Pharmaceutical Netherlands B.V.,L01BC58
ID_7123E803-062F-4D34-9261-8B32F2E66B9E,Eurartesim tab 40 mg/320 mg,Sigma-Tau,P01BF05
ID_76ECC73D-4607-4723-81AF-044C115701F4,"Spexotras pulv til mikst, oppl 0,05 mg/ml",Novartis Europharm Limited,L01EE01
ID_7670375B-4D42-4A8D-B547-5274F11422DB,AllergEaze European Baseline serie Ext oppl til provokasjonstest,SmartPractice,V04CL
ID_84C15622-02BD-471F-8876-668698A20621,Detremin kaps 800 IE,Renapharma AB (2),A11CC05
ID_8882BC5B-0815-4328-975C-34BDFB63362A,Silarosa mikst oppl 10 mg/ml,FrostPharma AB,N06BA12
ID_87A10CDB-225B-4967-9AB7-037018AE8958,Terbinafin 1a pharma tab 250 mg,1 A Pharma,D01BA02
ID_83092265-BC8C-463D-B167-29DFDC4FC628,Xarelto tab 15 mg,Orifarm AS,B01AF01
ID_8C381CB9-2965-4C65-BA27-ADABACC1897F,Remeron-S smeltetab 45 mg,2care4 ApS,N06AX11
ID_8F79D4FD-EDEB-4234-AB79-B891E1A5AF11,"Ganfort øyedr, oppl 0,3 mg/ml/5 mg/ml",2care4 ApS,S01ED51
ID_8B9543BB-8407-4748-9B55-2FAF39DB7F9E,"Brinzolamid/Brimonidin Medical Valley øyedr, susp 10 mg/ml/2 mg/ml",Medical Valley Invest AB,S01EC54
ID_969B4816-E214-4222-B9D8-DFC4B0FF01F5,Bicalustad tab 50 mg,Stada Arzneimittel AG,L02BB03
ID_A163BE25-FD92-4EAE-B853-B6527807B43C,Finlee disperg tab 10 mg,Novartis Europharm Limited,L01EC02
ID_ACC8895B-CB32-43D8-A0CE-D7FB31367A49,Detremin kaps 2000 IE,Renapharma AB (2),A11CC05
ID_AC8C8749-7A73-42F9-821F-D8ACA48E1D8A,"Xembify inj, oppl 200 mg/ml",Instituto Grifols S.A,J06BA01
ID_AE7746D1-266B-4479-BADB-214DA3DA8814,Fucithalmic øyegel 10 mg/g,Amdipharm Limited,S01AA13
ID_BD688FCA-4B8B-4F94-8B54-CDA4CC3A848F,Dalacin kaps 300 mg,Orifarm AS,J01FF01
ID_BB7B9087-8252-4940-B123-A6062969474D,"Axhidrox krem 2,2 mg/pumpetrykk",Dr. August Wolff GmbH & Co. Arzneimittel,D11AA01
ID_BB7C2E6C-B27A-4271-BDAF-28E5DDC5E90A,"Nimbex inj/inf, oppl 2 mg/ml",Aspen Pharma Trading Limited,M03AC11
ID_CEA5D5E5-C49C-4B4A-8175-7C002C8AB472,Arcoxia tab 60 mg,Orifarm AS,M01AH05
ID_C849099C-66C8-41B0-88C2-F44F0E7CC31E,Xarelto tab 20 mg,Orifarm AS,B01AF01
ID_C880A511-5317-4B3E-9C2D-9B840C2D542E,"Nycodent frisk pust wintergreen sugetab 0,1 mg/3 mg",Orifarm Healthcare AS,
ID_DB9DC72C-7CB2-4344-B1FD-B7C147ED47C4,Bio-nad+booster tab 250 mg,Pharma Nord,
ID_D9D3D999-8CD4-480C-B966-0F14EED82DF4,Amphotericin B cheplapharm pulv til inf væske oppl 50 mg,Cheplapharm Arzneimittel GmbH,J02AA01
ID_E61670F4-6230-459B-98A9-0C89EC3DB550,Meladinine tab 10 mg,Xion,D05BA02
ID_F68120A2-8364-4B36-ACBF-002C5F1C6F80,Nadolol bluepoint tab 40 mg,BluePoint Laboratories,C07AA12
